Laptop Name,Laptop Price,Laptop Description,Laptop Specifications,Rating,Reviews
Lenovo Intel Celeron Dual Core,"29,990","81WQ00MQIN|81WQ00NXIN Laptop4.11,131 Ratings & 112 ReviewsIntel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty₹29,990₹40,4902",8 GB DDR4 RAM64,131,112 Reviews
DELL Inspiron Core i5 11th Gen,"53,490","Inspiron 3511 Thin and Light Laptop4.265 Ratings & 3 ReviewsIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Hardware Service₹53,490₹62,2341",8 GB DDR4 RAM64,4.265,3 Reviews
ASUS Vivobook 15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA,"56,990","X515EA-EJ701WS Thin and Light L...4.2344 Ratings & 35 ReviewsIntel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹56,990₹80,9902",16 GB DDR4 RAMWindows,...4.2344,35 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54/ EX 215-54,"34,990","EX 215-54/ EX 215-54-356V Thin and L...4.1949 Ratings & 94 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)₹34,990₹43,9992",8 GB DDR4 RAM64,...4.1949,94 Reviews
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14,"56,999","14-EC1005AU Thin and Light La...4.142 Ratings & 7 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty₹56,999₹69,0831",16 GB DDR4 RAM64,...4.142,7 Reviews
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15,"58,990","15-eh2024AU Thin and Light La...4.398 Ratings & 12 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹58,990₹69,0121",16 GB DDR4 RAM64,...4.398,12 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
HP 15s Intel Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 15s,"40,990","15s-du3614TU Thin and Light...4.2232 Ratings & 22 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹40,990₹52,1122",8 GB DDR4 RAM64,...4.2232,22 Reviews
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,"74,990","DisplayWindows 11, 1 Year McAfee1 Year Onsite Warranty₹74,990₹92,9901",8 GB DDR4 RAM64,Not found,No Reviews Found
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s,"38,990","14s-fq1089au Thin and Light Laptop4.32,260 Ratings & 283 ReviewsAMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year onsite warranty₹38,990₹47,7161",8 GB DDR4 RAM64,260,283 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
MSI Core i9 13th Gen - (64 GB/4 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 4090) Titan G...Intel Core i9 Processor (13th Gen)64 GB DDR5 RAMWindows 11 Operating System4 TB SSD43.94 cm (17.3 Inch) Display2 Year Carry,"5,99,990","Titan G...Intel Core i9 Processor (13th Gen)64 GB DDR5 RAMWindows 11 Operating System4 TB SSD43.94 cm (17.3 Inch) Display2 Year Carry-in Warranty₹5,99,990₹6,71,9901",64 GB DDR5 RAMWindows,Not found,No Reviews Found
"HP HP Pavilion Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...4.42,539 Ratings & 241 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e","56,990","DisplayHP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year Onsite Warranty₹56,990₹76,0202",8 GB DDR4 RAM64,539,241 Reviews
DELL Inspiron Core i5 11th Gen,"58,990","INSPIRON 3511 Thin and Light Lapto...4.1110 Ratings & 8 ReviewsIntel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹58,990₹83,0222",16 GB DDR4 RAM64,...4.1110,8 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14,"52,990","14-EC1003AU Thin and Light Lap...4.3280 Ratings & 35 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹52,990₹61,0231",8 GB DDR4 RAM64,...4.3280,35 Reviews
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s,"37,610","15s-eq2143au Thin and Light Laptop4.22,228 Ratings & 245 ReviewsAMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty₹37,610₹47,1472",8 GB DDR4 RAM64,228,245 Reviews
ASUS Vivobook 16X Ryzen 7 Octa Core AMD Ryzen 7 5800H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA,"61,781","M1603QA-MB7...4.85 Ratings & 2 ReviewsAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year Onsite Warranty₹61,781₹86,9902",16 GB DDR4 RAM64,7...4.85,2 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H,"82,990","Display1 Year Onsite Warranty₹82,990₹1,05,9902",8 GB DDR4 RAMWindows,...4.88,1 Reviews
ASUS TUF Gaming F15 Core i5 10th Gen,"54,990","8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹54,990₹70,9902",8 GB DDR4 RAMWindows,097,597 Reviews
ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen,"72,990","S3402Z...4.41,495 Ratings & 201 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹72,990₹92,9902",16 GB DDR4 RAM64,495,201 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
Lenovo IdeaPad 3 Intel Core i5 12th Gen,"60,990","15IAU7 Thin and Light Lap...4.1123 Ratings & 14 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year warranty₹60,990₹82,4902",16 GB DDR4 RAM64,...4.1123,14 Reviews
"ASUS Vivobook 15 OLED (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311WS Thin...4.585 Ratings & 18 ReviewsGet unparalleled power and reliability with the new Intel 12th Gen CPU15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certifiedStylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military","50,990","Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311WS Thin...4.585 Ratings & 18 ReviewsGet unparalleled power and reliability with the new Intel 12th Gen CPU15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certifiedStylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military-grade durabilityLight Laptop without Optical Disk DriveBacklit chiclet keyboard, Finger Print Sensor for Faster System Access720p HD webcam with physical privacy shutter180 ErgoLift hinge for comfortable and collaborative use casesIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹50,990₹66,9902",8 GB DDR4 RAM64,...4.585,18 Reviews
acer Extensa Core i3 - (8 GB/512 GB SSD/Windows 11 Home) EX215,"38,990","EX215-33 Notebook4.19 Ratings & 2 ReviewsIntel Core i3 Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty₹38,990₹45,9991",8 GB LPDDR5 RAM64,4.19,2 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
acer Aspire 7 Ryzen 5 Hexa Core 5500U,"51,990","DisplayAcer Care Center, Acer Product Registration, Quick Access, Acer Care Center1 Year International Travelers Warranty (ITW)₹51,990₹81,9993",16 GB DDR4 RAM64,779,686 Reviews
DELL Inspiron 14 3000 Series Core i3 7th Gen,"30,990","3467 Laptop3.82,009 Ratings & 254 ReviewsIntel Core i3 Processor (7th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Limited Hardware Warranty, InHome Service After Remote Diagnosis₹30,990₹32,367",4 GB DDR4 RAM64,009,254 Reviews
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,"54,990","8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD100.63 cm (39.62 cm) Display1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection₹54,990₹76,8902",8 GB DDR4 RAM64,097,274 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
Lenovo Legion 5 Ryzen 7 Octa Core 5800H,"1,04,990","Display1 Years Carry in Warranty₹1,04,990₹1,62,2903",16 GB DDR4 RAM64,...4.315,5 Reviews
acer Extensa Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook4.439 Ratings & 11 ReviewsStylish & Portable Thin and Light LaptopLPDDR5 RAM -faster & low power consumingFirmware TPM (Trusted Platform Module),"42,990","EX215-23 Notebook4.439 Ratings & 11 ReviewsStylish & Portable Thin and Light LaptopLPDDR5 RAM -faster & low power consumingFirmware TPM (Trusted Platform Module)-Improved Security of your PCFHD 1080p screen with 250 Nits brightnessLatest WiFi 6AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty₹42,990₹51,9991",8 GB LPDDR5 RAM64,4.439,11 Reviews
acer Nitro 5 Core i5 12th Gen,"82,990","16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, NitroSense1 Year International Travelers Warranty (ITW)₹82,990₹1,09,9992",16 GB DDR4 RAM64,305...4.237,4 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
HP Victus Core i5 12th Gen,"64,990","8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹64,990₹74,8291",8 GB DDR4 RAM64,14...4.3667,51 Reviews
HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s,"60,990","14s - dy5005TU Thin and Light Lapto...4.22,836 Ratings & 215 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty₹60,990₹75,1911",16 GB DDR4 RAM64,836,215 Reviews
acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215,"32,990","EX 215-54 Thin and Light Laptop4.3495 Ratings & 47 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)₹32,990₹52,9903",8 GB DDR4 RAM64,4.3495,47 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA,"59,990","KM513UA-L71...4.41,315 Ratings & 163 ReviewsAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year onsite warranty₹59,990₹86,9903",16 GB DDR4 RAM64,315,163 Reviews
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A4.618 Ratings & 2 ReviewsApple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt,"1,35,990","MLXX3HN/A4.618 Ratings & 2 ReviewsApple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty₹1,35,990₹1,49,990",8 GB Unified Memory,4.618,2 Reviews
MSI Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) Vector G...Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display2 Year Carry,"2,19,990","Vector G...Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display2 Year Carry-in Warranty₹2,19,990₹2,79,9902",32 GB DDR5 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
HP 14s Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s,"29,890","14s- dq3032tu Thin and Light Laptop3.8477 Ratings & 43 ReviewsIntel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year onsite warranty₹29,890₹36,8651",8 GB DDR4 RAM64,3.8477,43 Reviews
ASUS TUF Gaming F15 Core i9 11th Gen,"1,44,990","16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20191 Year Onsite Warranty₹1,44,990₹1,88,9902",16 GB DDR4 RAM64,306...4.49,3 Reviews
MSI Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop4.646 Ratings & 10 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry,"37,990","Modern 14 C11M-031IN Thin and Light Laptop4.646 Ratings & 10 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty₹37,990₹52,9902",8 GB DDR4 RAMWindows,4.646,10 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s,"44,490","15s- eq2223AU Thin and Light LaptopAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹44,490₹49,6311",8 GB DDR4 RAM64,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
Lenovo IdeaPad 3 Intel Core i5 11th Gen,"50,990","15ITL6 Thin and Light Lapt...4.3362 Ratings & 25 ReviewsIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹50,990₹78,9903",8 GB DDR4 RAM64,...4.3362,25 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,"1,51,990","with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) Touchscreen Display1 Year Onsite Warranty₹1,51,990₹2,06,9902",16 GB DDR5 RAM64,Not found,No Reviews Found
HP Pavilion x360 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14,"58,490","14-ek0137TU Thin and Light Lapto...4.54 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹58,490₹65,6281",8 GB DDR4 RAMWindows,...4.54,1 Reviews
"ASUS Vivobook 15 OLED (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1511WS Thi...4.438 Ratings & 2 ReviewsGet unparalleled power and reliability with the new Intel 12th Gen CPU15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certifiedStylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military","68,990","Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1511WS Thi...4.438 Ratings & 2 ReviewsGet unparalleled power and reliability with the new Intel 12th Gen CPU15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certifiedStylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military-grade durabilityLight Laptop without Optical Disk DriveBacklit chiclet keyboard, Finger Print Sensor for Faster System Access720p HD webcam with physical privacy shutter180 ErgoLift hinge for comfortable and collaborative use casesIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹68,990₹85,9901",16 GB DDR4 RAM64,...4.438,2 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13,"68,990","Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2056AU Thin ...4.429 Ratings & 4 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty₹68,990₹80,3141",16 GB LPDDR5 RAMWindows,...4.429,4 Reviews
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14,"51,969","14-dy0207TU Thin and Light Lapt...4.468 Ratings & 14 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""1 Year Onsite Warranty₹51,969₹63,3621",8 GB DDR4 RAM64,...4.468,14 Reviews
